"path","area","artifact_type","preliminary_category","existing_class_mapping","local_evaluation_category","primary_consumer","ownership_status","proposed_action","notes"
"Borradores/SKILL_DEPRECATEDL.md","Borradores","document","archivable_candidate","unmapped or implicit repository convention","","agents, developers or human reviewers","needs_human_review","review_for_archive","Candidate for archive review; no deletion authorized."
"configs/workspaces.json","configs","structured_data_or_config","supporting","unmapped or implicit repository convention","","developers and controlled tooling","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/context_refs.md","docs","document","normative_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/analytical.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/bigquery-mcp-discover-metadata.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/context.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/data.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/discovery.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/evidence.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/extension.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/knowledge.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/presentation.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/contracts/recommendation.contract.md","docs","contract","normative_current","unmapped or implicit repository convention","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/corpus/auc-001/informe_calidad_leads_20260510.md","docs","corpus","historical","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","preserve_or_archive_after_taxonomy",""
"docs/corpus/auc-001/informe_calidad_leads_scoring_20260701.md","docs","corpus","historical","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","preserve_or_archive_after_taxonomy",""
"docs/corpus/auc-001/prompt_historico_monolitico.md","docs","corpus","historical","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","preserve_or_archive_after_taxonomy",""
"docs/decisions/auc-001/auc-001-canonical-cost-quality-model-architectural-decision.md","docs","decision_record","documentary_evidence","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/decisions/auc-001/auc-001-communication-context-representation-transformation-architectural-decision.md","docs","decision_record","documentary_evidence","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/decisions/auc-001/auc-001-documentary-alignment-decision.md","docs","decision_record","documentary_evidence","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/decisions/auc-001/auc-001-execution-scope-canonicalization-architectural-decision.md","docs","decision_record","documentary_evidence","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/decisions/auc-001/auc-001-exp-comp-001-architectural-memo.md","docs","decision_record","documentary_evidence","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/decisions/auc-001/auc-001-p01-analytical-product-contract-architectural-analysis.md","docs","decision_record","documentary_evidence","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/decisions/auc-001/auc-001-presentation-projection-architectural-decision.md","docs","decision_record","documentary_evidence","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/decisions/transversal/vca-ia-project-consolidation-candidate-baseline-architectural-memo.md","docs","decision_record","documentary_evidence","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/diagnostics/auc-001-codex-routing-remediation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/diagnostics/auc-001-cost-limit-blockage-architectural-diagnostic.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/diagnostics/auc-001-mcp-execution-context-remediation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/diagnostics/auc-001-regression-containment-review.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/diagnostics/auc-001-regression-root-cause-analysis.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/diagnostics/auc-001-v2-dry-run-failure-diagnostic.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/experiments/auc-001-analytical-scaffold-controlled-experiment.md","docs","evaluation","experimental_closed","docs/evaluations local categories apply","experiment","agents, developers or human reviewers","existing_repository_artifact","archive_or_index_as_closed_experiment",""
"docs/evaluations/auc-001/experiments/auc-001-exp-comp-001-final-experimental-specification.md","docs","evaluation","experimental_closed","docs/evaluations local categories apply","experiment","agents, developers or human reviewers","existing_repository_artifact","archive_or_index_as_closed_experiment",""
"docs/evaluations/auc-001/experiments/skill-invocation-resolution-experimental-record.md","docs","evaluation","experimental_closed","docs/evaluations local categories apply","experiment","agents, developers or human reviewers","existing_repository_artifact","archive_or_index_as_closed_experiment",""
"docs/evaluations/auc-001/historical/auc-001-base-contracts-alignment-assessment.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/historical/auc-001-closure-reconciliation-review.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/historical/auc-001-context-traceability-alignment-assessment.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/historical/auc-001-presentation-alignment-assessment.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/historical/skill-invocation-resolution-investigation-plan.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/investigations/auc-001-analytical-contract-representation-analysis.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/investigations/auc-001-analytical-investigation-analysis.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/investigations/auc-001-evidence-to-knowledge-independent-research.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/investigations/auc-001-knowledge-construction-comparative-analysis.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/investigations/auc-001-knowledge-methodology-investigation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/investigations/auc-001-minimum-evidence-contract-analysis.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/investigations/skill-invocation-resolution-investigation-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-analytical-narrative-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-base-contracts-alignment-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-bigquery-mcp-integration-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-canonical-enriched-route-closure-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-ccd-faro-strategic-context-implementation-handoff.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-context-acquisition-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-context-references-alignment-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-development-entry-readiness-evidence.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-discover-metadata-contract-migration-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-end-to-end-traceability-test-report.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-exp-comp-001-experimental-execution-report.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-exp-comp-001-final-qa-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-exp-comp-001-five-change-resolution-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-exp-comp-001-implementation-handoff.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-exp-comp-001-iteration-closure-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-exp-comp-001-reviewer-review.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-ic-001-implementation-handoff.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-knowledge-depth-recovery-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p0-operational-closure-final-qa-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p0-operational-closure-qa-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p01-transversal-documentation-final-review.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p02-local-implementation-report.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p02-physical-product-qa-revalidation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p02-physical-product-qa-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p02-technical-functional-qa-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p03-future-evidence-gaps-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p04-implementation-handoff.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-p04-transversal-documentation-alignment-review.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-pci-002-entry-gate-handoff-to-qa.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-pci-002-implementation-report.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-pci-002-local-implementation-qa-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-pci-002-physical-runtime-qa-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-pci-002-planning-review.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-pci-002-real-execution-report.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-preparation-evidence-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-presentation-artifacts-alignment-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-presentation-output-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-presentation-projection-readiness-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-reasoning-recommendations-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-skill-runbook-workflow-harmonization.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-spec-016-mcp-multitable-query-gap.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-spec-016-transversal-documentation-alignment-review.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-spec-017-iteration-closure-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-sql-conventions-check.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-stable-use-case-iteration-closure-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/auc-001-transversal-contracts-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/runbook-refactor-equivalence-report.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/auc-001/validations/spec-013-structured-reconciliation-output-qa-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","validation","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/README.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/spec-011/experiments/spec-011-executive-representation-discrimination-experimental-record.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/spec-011/historical/spec-011-executive-representation-discrimination-plan.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/spec-011/investigations/executive-communication-residual-investigation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/spec-011/investigations/spec-011-executive-representation-architectural-residual-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/spec-011/investigations/spec-011-methodological-observation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/spec-011/validations/spec-011-experimental-validation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/spec-011/validations/spec-011-implementation-plan.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/spec-011/validations/spec-011-readiness-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/transversal/diagnostics/knowledge-construction-profile-validation-execution-blocker.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/transversal/diagnostics/knowledge-construction-remediation-report.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/transversal/experiments/knowledge-construction-experimental-package.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
